awc_code,awc_name,lat,lon,awc_alpha_code,dist_code
" ""29572032109""",Jaibhuvaneshvarinagar 1 (Bangalore North)," ""13.013708"""," ""77.52924"""," ""G""","""572"""
" ""29572032110""",Jaibhuvaneshvarinagar 2 (Bangalore North)," ""13.0137"""," ""77.529236"""," ""G""","""572"""
" ""29572032111""",Sanjaygandhinagar 1 (Bangalore North)," ""13.020735"""," ""77.52695"""," ""G""","""572"""
" ""29572032112""",Sanjaygandhinagar 2 (Bangalore North)," ""13.020735"""," ""77.52695"""," ""G""","""572"""
" ""29572032113""",Goraguntepalya Slum (Bangalore North)," ""13.022251"""," ""77.53828"""," ""G""","""572"""
" ""29572032114""",Havadegara Colony (Bangalore North)," ""13.014488"""," ""77.52981"""," ""G""","""572"""
" ""29572032115""",Kaverinagar 1 (Bangalore North)," ""13.017583"""," ""77.52553"""," ""G""","""572"""
" ""29572032116""",Kaverinagar 2 (Bangalore North)," ""13.017028"""," ""77.52233"""," ""G""","""572"""
" ""29572032117""",Buddhanagar (Bangalore North)," ""13.012733"""," ""77.528534"""," ""G""","""572"""
" ""29572032118""",Jaimaruthinagar 1 (Bangalore North)," ""13.01014"""," ""77.53255"""," ""G""","""572"""
" ""29572032119""",Jaimaruthinagar 2 (Bangalore North)," ""13.009695"""," ""77.532074"""," ""G""","""572"""
" ""29572032120""",Jarakbande 2 (Bangalore North)," ""13.01576"""," ""77.53553"""," ""G""","""572"""
" ""29572032121""",Laggere Slum (Bangalore North)," ""13.006097"""," ""77.53222"""," ""G""","""572"""
" ""29572032122""",Nandini Layout (Bangalore North)," ""13.010255"""," ""77.52853"""," ""G""","""572"""
" ""29572032123""",Annapoorneshvarinagar (Bangalore North)," ""13.000693"""," ""77.51639"""," ""G""","""572"""
" ""29572032124""",Kapilanagar (Bangalore North)," ""13.003595"""," ""77.51751"""," ""G""","""572"""
" ""29572032125""",Priyadarshininagar (Bangalore North)," ""13.005339"""," ""77.51556"""," ""G""","""572"""
" ""29572032126""",Sajjepalya (Bangalore North)," ""12.98621"""," ""77.51758"""," ""G""","""572"""
" ""29572032127N""",Sakamma Badavane (Bangalore North)," ""13.007386"""," ""77.530624"""," ""G""","""572"""
" ""29572032128N""",Annaporneswari Nagara (Bangalore North)," ""13.000392"""," ""77.515495"""," ""G""","""572"""
" ""29572032129N""",Jaimaruthi Nagara 4(Glulbargaslum) (Bangalore North)," ""13.00819"""," ""77.53304"""," ""G""","""572"""
" ""29572032130N""",Subhash Nagara (Bangalore North)," ""13.017502"""," ""77.53103"""," ""G""","""572"""
" ""29572032132N""",Muthyala Nagara (Bangalore North)," ""13.039754"""," ""77.55312"""," ""G""","""572"""
" ""29572032133N""",Kaveri Nagara 3 (Bangalore North)," ""13.01674"""," ""77.52319"""," ""G""","""572"""
" ""29572032201""",Goraguntepalya (Bangalore North)," ""13.02413"""," ""77.53654"""," ""G""","""572"""
" ""29572032202""",Ashraya Nagar 1 (Bangalore North)," ""13.0276"""," ""77.528755"""," ""G""","""572"""
" ""29572032203""",Peenya (Bangalore North)," ""13.035474"""," ""77.53008"""," ""G""","""572"""
" ""29572032204""",Peenya 4 (Bangalore North)," ""13.0334635"""," ""77.52697"""," ""G""","""572"""
" ""29572032205""",Rajgopalnagar 2 (Bangalore North)," ""13.016569"""," ""77.51556"""," ""G""","""572"""
" ""29572032206""",Jarkabande 1 (Bangalore North)," ""13.018353"""," ""77.54159"""," ""G""","""572"""
" ""29572032207""",Deenabandhunagar (Bangalore North)," ""13.015823"""," ""77.53952"""," ""G""","""572"""
" ""29572032208""",Gulbarga Slum (Bangalore North)," ""13.008143"""," ""77.53298"""," ""G""","""572"""
" ""29572032209""",Thyaginagar (Bangalore North)," ""13.013795"""," ""77.52495"""," ""G""","""572"""
" ""29572032210""",Lakshmidevinagr (Bangalore North)," ""13.013789"""," ""77.52601"""," ""G""","""572"""
" ""29572032211""",Rajeevagandhinagar (Bangalore North)," ""13.004354"""," ""77.51853"""," ""G""","""572"""
" ""29572032212""",Laggere 2 (Bangalore North)," ""13.009672"""," ""77.523544"""," ""G""","""572"""
" ""29572032213""",Asraya Nagar 2 (Bangalore North)," ""13.0275955"""," ""77.52865"""," ""G""","""572"""
" ""29572032214""",Kempegowdanagara (Bangalore North)," ""13.002326"""," ""77.52781"""," ""G""","""572"""
" ""29572032215""",Koolinagar (Bangalore North)," ""13.015294"""," ""77.52694"""," ""G""","""572"""
" ""29572032216""",Rajgoplanagar 1 (Bangalore North)," ""13.011131"""," ""77.51353"""," ""G""","""572"""
" ""29572032217""",Kasturi Badavane (Bangalore North)," ""13.011639"""," ""77.51245"""," ""G""","""572"""
" ""29572032218""",Bhairaveshvarnagar (Bangalore North)," ""13.010386"""," ""77.51573"""," ""G""","""572"""
" ""29572032219""",Shambavinagar (Bangalore North)," ""13.00843"""," ""77.51591"""," ""G""","""572"""
" ""29572032220""",Premanagar (Bangalore North)," ""13.01252"""," ""77.531395"""," ""G""","""572"""
" ""29572032221""",Laggere 1 (Bangalore North)," ""12.99968"""," ""77.526535"""," ""G""","""572"""
" ""29572032222""",Laggere 3 (Bangalore North)," ""13.004075"""," ""77.52165"""," ""G""","""572"""
" ""29572032223""",J C Nagar (Bangalore North)," ""13.00487"""," ""77.53063"""," ""G""","""572"""
" ""29572032224""",Lavakushnagar (Bangalore North)," ""13.006748"""," ""77.51933"""," ""G""","""572"""
" ""29572032225""",Lakshmidevinagar Slum (Bangalore North)," ""13.013746"""," ""77.52608"""," ""G""","""572"""
" ""29572032226""",Swathantrayodhanagar (Bangalore North)," ""13.005386"""," ""77.52814"""," ""G""","""572"""
" ""29572032227N""",Laggere 4(Chowdeshwari Nagara) (Bangalore North)," ""13.00516"""," ""77.522896"""," ""G""","""572"""
" ""29572032228N""",Kempe Gowdanagara2 (Bangalore North)," ""13.003912"""," ""77.52599"""," ""G""","""572"""
" ""29572032230N""",Premanagara 1 (Bangalore North)," ""12.996846"""," ""77.52193"""," ""G""","""572"""
" ""29572032231N""",Shambavi Nagara 2 (Bangalore North)," ""13.010986"""," ""77.50882"""," ""G""","""572"""
" ""29572032232N""",Sathicarcal (Rajagopalanagara) (Bangalore North)," ""13.013872"""," ""77.512924"""," ""G""","""572"""
" ""29572032233N""",Swathanthrayodara Nagara   (Bangalore North)," ""13.005881"""," ""77.52981"""," ""G""","""572"""
" ""29572032234N""",Swathanthra Yodhara Nagara Mini (Bangalore North)," ""13.00525"""," ""77.528145"""," ""G""","""572"""
" ""29572032235N""",Sanjayagandinagara (Bangalore North)," ""13.028232"""," ""77.54693"""," ""G""","""572"""
" ""29572032237N""",Rajeswari Nagara (Bangalore North)," ""13.0122"""," ""77.51591"""," ""G""","""572"""
" ""29572032301""",Anchepalya 1 (Bangalore North)," ""13.058206"""," ""77.55416"""," ""G""","""572"""
" ""29572032302""",Anchepalya -2 (Bangalore North)," ""13.059271"""," ""77.481"""," ""G""","""572"""
" ""29572032303""",Totadaguddadahalli (Bangalore North)," ""13.066226"""," ""77.48899"""," ""G""","""572"""
" ""29572032304""",Kodipalya (Bangalore North)," ""13.051309"""," ""77.4772"""," ""G""","""572"""
" ""29572032305""",Nandeshwara Badavane (Bangalore North)," ""13.050416"""," ""77.47284"""," ""G""","""572"""
" ""29572032306""",Madavara (Bangalore North)," ""13.058206"""," ""77.55416"""," ""G""","""572"""
" ""29572032307""",Bylappanapalya (Bangalore North)," ""13.056485"""," ""77.46531"""," ""G""","""572"""
" ""29572032308""",Makali 1 (Bangalore North)," ""13.063634"""," ""77.453606"""," ""G""","""572"""
" ""29572032309""",Makali 2 (Bangalore North)," ""13.0674305"""," ""77.455246"""," ""G""","""572"""
" ""29572032310""",Gurunagar (Bangalore North)," ""13.058206"""," ""77.55416"""," ""G""","""572"""
" ""29572032311""",Harokyathanahalli (Bangalore North)," ""13.058206"""," ""77.55416"""," ""G""","""572"""
" ""29572032312""",Dasanapuar 1 (Bangalore North)," ""13.076097"""," ""77.43526"""," ""G""","""572"""
" ""29572032313""",Dasanapuar 2 (Bangalore North)," ""13.075461"""," ""77.43717"""," ""G""","""572"""
" ""29572032314""",Devannanapalya (Bangalore North)," ""13.075133"""," ""77.42925"""," ""G""","""572"""
" ""29572032315""",Shivanpura (Bangalore North)," ""13.049236"""," ""77.421555"""," ""G""","""572"""
" ""29572032316""",Timmabhovipalya (Bangalore North)," ""13.0596075"""," ""77.41905"""," ""G""","""572"""
" ""29572032317""",Nagaruru (Bangalore North)," ""13.090881"""," ""77.434555"""," ""G""","""572"""
" ""29572032318""",Nagaruru Colony (Bangalore North)," ""13.092328"""," ""77.44218"""," ""G""","""572"""
" ""29572032319""",Adakamaranahalli 1 (Bangalore North)," ""13.066085"""," ""77.440735"""," ""G""","""572"""
" ""29572032320""",Adakamaranahalli 2 (Bangalore North)," ""13.066081"""," ""77.44074"""," ""G""","""572"""
" ""29572032321""",Gejjagadahalli (Bangalore North)," ""13.060781"""," ""77.4291"""," ""G""","""572"""
" ""29572032322""",Marappanapalya (Bangalore North)," ""13.094023"""," ""77.42115"""," ""G""","""572"""
" ""29572032323""",Nandaramayyanapalya (Bangalore North)," ""13.087446"""," ""77.42566"""," ""G""","""572"""
" ""29572032325""",Tammanahalli (Bangalore North)," ""13.078089"""," ""77.48941"""," ""G""","""572"""
" ""29572032326""",Kuduregere (Bangalore North)," ""13.075399"""," ""77.47231"""," ""G""","""572"""
" ""29572032327""",Kuduregere Colony (Bangalore North)," ""13.068548"""," ""77.47639"""," ""G""","""572"""
" ""29572032328""",Aluru (Bangalore North)," ""13.087731"""," ""77.46523"""," ""G""","""572"""
" ""29572032329""",Alurupalya (Bangalore North)," ""13.097456"""," ""77.469955"""," ""G""","""572"""
" ""29572032330""",Heggadadevanapura (Bangalore North)," ""13.075487"""," ""77.4581"""," ""G""","""572"""
" ""29572032401""",Sondekoppa-1 (Bangalore North)," ""13.019321"""," ""77.38104"""," ""G""","""572"""
" ""29572032402""",Sondekoppa-2 (Bangalore North)," ""13.019406"""," ""77.381004"""," ""G""","""572"""
" ""29572032403""",Nagasandrapalya (Bangalore North)," ""13.001245"""," ""77.37686"""," ""G""","""572"""
" ""29572032404""",Hunigere (Bangalore North)," ""13.033165"""," ""77.3953"""," ""G""","""572"""
" ""29572032405""",Baleveeranahalli (Bangalore North)," ""12.967082"""," ""77.403145"""," ""G""","""572"""
" ""29572032406""",Lakkenahalli (Bangalore North)," ""13.043094"""," ""77.39765"""," ""G""","""572"""
" ""29572032407""",Lakkenahalli Calony (Bangalore North)," ""13.043498"""," ""77.39364"""," ""G""","""572"""
" ""29572032408""",Byregoudanahalli (Bangalore North)," ""13.060275"""," ""77.38845"""," ""G""","""572"""
" ""29572032409""",Byregoudanahalli Calony (Bangalore North)," ""13.064035"""," ""77.39299"""," ""G""","""572"""
" ""29572032410""",Hullegowdanahalli (Bangalore North)," ""13.061534"""," ""77.40569"""," ""G""","""572"""
" ""29572032411""",Karekallupalya (Bangalore North)," ""13.070225"""," ""77.40339"""," ""G""","""572"""
" ""29572032412""",M N Halli (Bangalore North)," ""13.062745"""," ""77.46412"""," ""G""","""572"""
" ""29572032413""",Janatha Calony (Bangalore North)," ""13.063073"""," ""77.461174"""," ""G""","""572"""
" ""29572032414""",H G Palya (Bangalore North)," ""13.070517"""," ""77.46177"""," ""G""","""572"""
" ""29572032415""",Bheemeshwaranagara (Bangalore North)," ""13.058288"""," ""77.46229"""," ""G""","""572"""
" ""29572032416""",Siddanahosahalli (Bangalore North)," ""13.055846"""," ""77.45894"""," ""G""","""572"""
" ""29572032417""",Dombaralli (Bangalore North)," ""13.050223"""," ""77.46038"""," ""G""","""572"""
" ""29572032418""",Lakshmipura (Bangalore North)," ""13.037242"""," ""77.46213"""," ""G""","""572"""
" ""29572032419""",Lakshmipura Calony (Bangalore North)," ""13.029114"""," ""77.46702"""," ""G""","""572"""
" ""29572032420""",Kadrenahalli (Bangalore North)," ""13.041131"""," ""77.44819"""," ""G""","""572"""
" ""29572032421""",Narasimharajapura (Bangalore North)," ""13.030835"""," ""77.43252"""," ""G""","""572"""
" ""29572032422""",Kammasandra (Bangalore North)," ""13.034063"""," ""77.43931"""," ""G""","""572"""
" ""29572032423""",Tiggalarapalya (Bangalore North)," ""13.01618"""," ""77.4836"""," ""G""","""572"""
" ""29572032424""",Bovipalya (Bangalore North)," ""13.016167"""," ""77.483574"""," ""G""","""572"""
" ""29572032425""",Karihobanahalli (Bangalore North)," ""13.02442"""," ""77.48497"""," ""G""","""572"""
" ""29572032426""",Balajinagara (Bangalore North)," ""13.064012"""," ""77.39303"""," ""G""","""572"""
" ""29572032427""",Kadambanagara (Bangalore North)," ""13.013556"""," ""77.488365"""," ""G""","""572"""
" ""29572032428""",Krishnappa Layout (Bangalore North)," ""13.061936"""," ""77.467094"""," ""G""","""572"""
" ""29572032429""",Sondekoppa-3 (Bangalore North)," ""13.020848"""," ""77.38411"""," ""G""","""572"""
" ""29572032501""",Kittanahalli (Bangalore North)," ""13.009286"""," ""77.42126"""," ""G""","""572"""
" ""29572032502""",Kittanahalli 2 (Bangalore North)," ""13.009113"""," ""77.41949"""," ""G""","""572"""
" ""29572032503""",Kittanahalli Palya (Bangalore North)," ""13.015418"""," ""77.41574"""," ""G""","""572"""
" ""29572032504""",Basaveshvaranagar (Bangalore North)," ""13.007978"""," ""77.41239"""," ""G""","""572"""
" ""29572032505""",Ravuthanahalli (Bangalore North)," ""13.026791"""," ""77.42437"""," ""G""","""572"""
" ""29572032506""",Avverahalli (Bangalore North)," ""13.035045"""," ""77.41601"""," ""G""","""572"""
" ""29572032507""",Kenganahalli (Bangalore North)," ""13.050605"""," ""77.41204"""," ""G""","""572"""
" ""29572032508""",Gowdahalli (Bangalore North)," ""13.046307"""," ""77.43674"""," ""G""","""572"""
" ""29572032509""",Mallasandra (Bangalore North)," ""13.002745"""," ""77.39326"""," ""G""","""572"""
" ""29572032510""",Bettahalli (Bangalore North)," ""13.016689"""," ""77.43714"""," ""G""","""572"""
" ""29572032511""",Machohalli (Bangalore North)," ""13.006154"""," ""77.453354"""," ""G""","""572"""
" ""29572032512""",Machohalli Calony (Bangalore North)," ""12.99524"""," ""77.45106"""," ""G""","""572"""
" ""29572032513""",Kachohalli (Bangalore North)," ""13.000025"""," ""77.47121"""," ""G""","""572"""
" ""29572032514""",Chikkagollahatti (Bangalore North)," ""12.98953"""," ""77.464676"""," ""G""","""572"""
" ""29572032515""",Chikkagollahatti -2 (Bangalore North)," ""12.992965"""," ""77.46582"""," ""G""","""572"""
" ""29572032516""",Vaddarahalli (Bangalore North)," ""13.014589"""," ""77.44971"""," ""G""","""572"""
" ""29572032517""",Kadabagere (Bangalore North)," ""12.997456"""," ""77.433136"""," ""G""","""572"""
" ""29572032518""",Kadabagere Pu.va. Kendra (Bangalore North)," ""12.983833"""," ""77.44187"""," ""G""","""572"""
" ""29572032519""",Boyilukonenahalli (Bangalore North)," ""13.010632"""," ""77.45985"""," ""G""","""572"""
" ""29572032520""",Giddenahalli (Bangalore North)," ""12.992245"""," ""77.41995"""," ""G""","""572"""
" ""29572032521""",Mahimannanapalya (Bangalore North)," ""12.985198"""," ""77.428986"""," ""G""","""572"""
" ""29572032522""",Boyandahalli (Bangalore North)," ""13.003455"""," ""77.44347"""," ""G""","""572"""
" ""29572032523""",Kg Lakkenahalli (Bangalore North)," ""13.023185"""," ""77.458626"""," ""G""","""572"""
" ""29572032524""",Giddenahalli-2 (Bangalore North)," ""12.996154"""," ""77.40811"""," ""G""","""572"""
" ""29572032525""",Mukambike Nagara (Bangalore North)," ""12.9885845"""," ""77.458954"""," ""G""","""572"""
" ""29572033133N""",Vinayakanagara (Bangalore North)," ""12.987298"""," ""77.52456"""," ""G""","""572"""
" ""29572033401N""",Modi Road 2 (Bangalore North)," ""13.0128765"""," ""77.60701"""," ""G""","""572"""
" ""29572033402N""",Srinivas Nagar 2 (Bangalore North)," ""13.011847"""," ""77.60792"""," ""G""","""572"""
" ""29572033403N""",Srinivas Nagar 3 (Bangalore North)," ""13.012543"""," ""77.60868"""," ""G""","""572"""
" ""29572033404N""",Modi Road 13 (Bangalore North)," ""13.012308"""," ""77.606155"""," ""G""","""572"""
" ""29572033405N""",Modi Road 15 (Bangalore North)," ""13.012602"""," ""77.60535"""," ""G""","""572"""
" ""29572033406N""",Sakkare Munde 2 (Bangalore North)," ""13.013503"""," ""77.608505"""," ""G""","""572"""
" ""29572033407N""",Sakkare Munde 3 (Bangalore North)," ""13.013494"""," ""77.60865"""," ""G""","""572"""
" ""29572033408N""",Roshan Nagar 2 (Bangalore North)," ""13.012592"""," ""77.60473"""," ""G""","""572"""
" ""29572033409N""",Roshan Nagar 3 (Bangalore North)," ""13.012732"""," ""77.60492"""," ""G""","""572"""
" ""29572033410N""",Doddanna Nagar Bala Bagha (Bangalore North)," ""13.016037"""," ""77.60821"""," ""G""","""572"""
" ""29572033411N""",Tangamalli Nagar (Bangalore North)," ""13.013886"""," ""77.60574"""," ""G""","""572"""
" ""29572033412N""",Ammavase Line (Bangalore North)," ""13.013945"""," ""77.60662"""," ""G""","""572"""
" ""29572033413N""",Bangageri Nagar (Bangalore North)," ""13.013055"""," ""77.602554"""," ""G""","""572"""
" ""29572033414N""",Sujana Nagar (Bangalore North)," ""13.017339"""," ""77.60602"""," ""G""","""572"""
" ""29572033415N""",Idgha Mohalla 4th Cross (Bangalore North)," ""13.014379"""," ""77.602844"""," ""G""","""572"""
" ""29572033416N""",Tippu Mohalla (Bangalore North)," ""13.013368"""," ""77.604034"""," ""G""","""572"""
" ""29572033417N""",Karna Depo (Bangalore North)," ""13.014125"""," ""77.60755"""," ""G""","""572"""
" ""29572033501N""",sayadiya nagar (Bangalore North)," ""13.018075"""," ""77.60893"""," ""G""","""572"""
" ""29572033502N""",Chikkanna block (Bangalore North)," ""13.010354"""," ""77.6107"""," ""G""","""572"""
" ""29572033503N""",Govindappa Block (Bangalore North)," ""13.010883"""," ""77.61062"""," ""G""","""572"""
" ""29572033504N""",Ayodas nagar (Bangalore North)," ""13.014555"""," ""77.61131"""," ""G""","""572"""
" ""29572033505N""",MallikSab Road (Bangalore North)," ""13.01352"""," ""77.61033"""," ""G""","""572"""
" ""29572033506N""",Munimarappa block (Bangalore North)," ""13.012538"""," ""77.61211"""," ""G""","""572"""
" ""29572033507N""",B&C Block (Bangalore North)," ""13.015555"""," ""77.61116"""," ""G""","""572"""
" ""29572033508N""",Sipaeline (Bangalore North)," ""13.014423"""," ""77.61188"""," ""G""","""572"""
" ""29572033509N""",Khubamasjid (Bangalore North)," ""13.014265"""," ""77.61273"""," ""G""","""572"""
" ""29572033510N""",Kaffiboard colony (Bangalore North)," ""13.014768"""," ""77.612526"""," ""G""","""572"""
" ""29572033511N""",Shadab Nagar (Bangalore North)," ""13.017823"""," ""77.61003"""," ""G""","""572"""
" ""29572033512N""",D.G.Halli Panchayath hall (Bangalore North)," ""13.01196"""," ""77.61091"""," ""G""","""572"""
" ""29572033513N""",shivaji Road (Bangalore North)," ""13.012112"""," ""77.611786"""," ""G""","""572"""
" ""29572033514N""",Lababin Masjid (Bangalore North)," ""13.014255"""," ""77.60995"""," ""G""","""572"""
" ""29572033515N""",Dubai Layout (Bangalore North)," ""13.015808"""," ""77.61058"""," ""G""","""572"""
" ""29572033516N""",P&T Driverse Colony (Bangalore North)," ""13.015288"""," ""77.61071"""," ""G""","""572"""
" ""29572033517N""",Vishweshwarai ngara (Bangalore North)," ""13.016666"""," ""77.61158"""," ""G""","""572"""
" ""29572033518N""",Kaveri Ngara (Bangalore North)," ""13.017126"""," ""77.610115"""," ""G""","""572"""
" ""29572040101""",Konanakunte (Bangalore South)," ""12.886883"""," ""77.56896"""," ""H""","""572"""
" ""29572040102""",Avalahalli -1 (Bangalore South)," ""12.869367"""," ""77.565865"""," ""H""","""572"""
" ""29572040103""",Chunchaghatta (Bangalore South)," ""12.885806"""," ""77.57377"""," ""H""","""572"""
" ""29572040104""",Anjanapura (Bangalore South)," ""12.862317"""," ""77.56471"""," ""H""","""572"""
" ""29572040105""",Kotthanuru (Bangalore South)," ""12.876308"""," ""77.57894"""," ""H""","""572"""
" ""29572040106""",Thalaghattapura (Bangalore South)," ""12.86878"""," ""77.53899"""," ""H""","""572"""
" ""29572040107""",Ganigarapalya (Bangalore South)," ""12.873992"""," ""77.531395"""," ""H""","""572"""
" ""29572040108""",Doddakalsandra -1 (Bangalore South)," ""12.884408"""," ""77.55662"""," ""H""","""572"""
" ""29572040109""",Avalahalli -2 (Bangalore South)," ""12.87383"""," ""77.5671"""," ""H""","""572"""
" ""29572040110""",Avalahalli -3 (Bangalore South)," ""12.871038"""," ""77.56845"""," ""H""","""572"""
" ""29572040111""",Avalahalli -4 (Bangalore South)," ""12.87228"""," ""77.55984"""," ""H""","""572"""
" ""29572040112""",Harinagara (Bangalore South)," ""12.886068"""," ""77.567055"""," ""H""","""572"""
" ""29572040113""",Kothnuru Dinne (Bangalore South)," ""12.875439"""," ""77.5849"""," ""H""","""572"""
" ""29572040114""",Pillagana Halli (Bangalore South)," ""12.848496"""," ""77.58134"""," ""H""","""572"""
" ""29572040115""",Kembhattanahalli (Bangalore South)," ""12.857232"""," ""77.5769"""," ""H""","""572"""
" ""29572040116""",Vajarahalli (Bangalore South)," ""12.87368"""," ""77.54232"""," ""H""","""572"""
" ""29572040117""",Raghuvanahalli (Bangalore South)," ""12.880126"""," ""77.54815"""," ""H""","""572"""
" ""29572040118""",Doddkalsandra (Bangalore South)," ""12.885698"""," ""77.55778"""," ""H""","""572"""
" ""29572040119""",Muniramaiah Colony (Bangalore South)," ""12.864891"""," ""77.53279"""," ""H""","""572"""
" ""29572040120""",Thippasandra (Bangalore South)," ""12.873722"""," ""77.55694"""," ""H""","""572"""
" ""29572040121""",Maruti Badavane (Bangalore South)," ""12.83997"""," ""77.57955"""," ""H""","""572"""
" ""29572040122""",Hosahalli (Bangalore South)," ""12.87903"""," ""77.533356"""," ""H""","""572"""
" ""29572040123""",Thalghattapura Colony (Bangalore South)," ""12.869197"""," ""77.536224"""," ""H""","""572"""
" ""29572040124""",Jambusavaridinne (Bangalore South)," ""12.865418"""," ""77.5814"""," ""H""","""572"""
" ""29572040125""",Hari Nagara (Bangalore South)," ""12.877235"""," ""77.56927"""," ""H""","""572"""
" ""29572040126""",Konanakunte -2 (Bangalore South)," ""12.869119"""," ""77.568214"""," ""H""","""572"""
" ""29572040127""",Vajarahaali-2 (Bangalore South)," ""12.876512"""," ""77.538345"""," ""H""","""572"""
" ""29572040201""",Beguru (Bangalore South)," ""12.875348"""," ""77.626015"""," ""H""","""572"""
" ""29572040202""",Chikka Beguru (Bangalore South)," ""12.879571"""," ""77.63275"""," ""H""","""572"""
" ""29572040203""",Hulimavu (Bangalore South)," ""12.879207"""," ""77.60127"""," ""H""","""572"""
" ""29572040204""",Yelachenahalli (Bangalore South)," ""12.900009"""," ""77.57102"""," ""H""","""572"""
" ""29572040205""",Puttenahalli (Bangalore South)," ""12.897663"""," ""77.58219"""," ""H""","""572"""
" ""29572040206""",Gottigere (Bangalore South)," ""12.859066"""," ""77.58914"""," ""H""","""572"""
" ""29572040207""",Gottigere Weavers Colony (Bangalore South)," ""12.843312"""," ""77.5848"""," ""H""","""572"""
" ""29572040208""",Kalena Agrahara (Bangalore South)," ""12.865748"""," ""77.59165"""," ""H""","""572"""
" ""29572040209""",Doddakammanahalli (Bangalore South)," ""12.858463"""," ""77.59957"""," ""H""","""572"""
" ""29572040210""",Roopena Agrahara (Bangalore South)," ""12.90746"""," ""77.62167"""," ""H""","""572"""
" ""29572040211""",Ibbaluru (Bangalore South)," ""12.922048"""," ""77.66171"""," ""H""","""572"""
" ""29572040212""",Beguru Sc Colony (Bangalore South)," ""12.871422"""," ""77.62447"""," ""H""","""572"""
" ""29572040213""",Chamundeshwarinagara (Bangalore South)," ""12.88636"""," ""77.61989"""," ""H""","""572"""
" ""29572040214""",Elenahalli (Bangalore South)," ""12.8676"""," ""77.61658"""," ""H""","""572"""
" ""29572040215""",Subhashnagara-1 (Bangalore South)," ""12.873444"""," ""77.639496"""," ""H""","""572"""
" ""29572040216""",Beereshwaranagara (Bangalore South)," ""12.885832"""," ""77.57371"""," ""H""","""572"""
" ""29572040217""",Jaraganahalli (Bangalore South)," ""12.900237"""," ""77.57352"""," ""H""","""572"""
" ""29572040218""",Chandranagara (Bangalore South)," ""12.901687"""," ""77.56388"""," ""H""","""572"""
" ""29572040219""",Subhashnagara-2 (Bangalore South)," ""12.871387"""," ""77.636604"""," ""H""","""572"""
" ""29572040220""",Chikka Thoguru (Bangalore South)," ""12.8574095"""," ""77.65333"""," ""H""","""572"""
" ""29572040221""",Krishna Badavane (Bangalore South)," ""12.872097"""," ""77.59959"""," ""H""","""572"""
" ""29572040222""",Arakere (Bangalore South)," ""12.887377"""," ""77.60275"""," ""H""","""572"""
" ""29572040223""",Viratnagara (Bangalore South)," ""12.91056"""," ""77.62157"""," ""H""","""572"""
" ""29572040224""",Bassapura (Bangalore South)," ""12.866934"""," ""77.64687"""," ""H""","""572"""
" ""29572040225""",Basavanapura (Bangalore South)," ""12.847628"""," ""77.591576"""," ""H""","""572"""
" ""29572040301""",Dodd Toguru (Bangalore South)," ""12.851662"""," ""77.6557"""," ""H""","""572"""
" ""29572040302""",Mailsandra (Bangalore South)," ""12.850973"""," ""77.62048"""," ""H""","""572"""
" ""29572040303""",Bettadasapura (Bangalore South)," ""12.840448"""," ""77.63084"""," ""H""","""572"""
" ""29572040304""",Vittasandra (Bangalore South)," ""12.856328"""," ""77.63546"""," ""H""","""572"""
" ""29572040305""",Vaddarapalya (Bangalore South)," ""12.842188"""," ""77.61265"""," ""H""","""572"""
" ""29572040306""",Konappana Agrahara (Bangalore South)," ""12.85499"""," ""77.664566"""," ""H""","""572"""
" ""29572040307""",Govindshettypalya (Bangalore South)," ""12.862504"""," ""77.67482"""," ""H""","""572"""
" ""29572040308""",Doddnagamangala (Bangalore South)," ""12.861942"""," ""77.6743"""," ""H""","""572"""
" ""29572040309""",Hommadevanahalli (Bangalore South)," ""12.844649"""," ""77.597946"""," ""H""","""572"""
" ""29572040310""",Hosaroad (Bangalore South)," ""12.877754"""," ""77.64953"""," ""H""","""572"""
" ""29572040311""",Hosapalya (Bangalore South)," ""12.89605"""," ""77.642044"""," ""H""","""572"""
" ""29572040312""",Bandepalya (Bangalore South)," ""12.894623"""," ""77.64225"""," ""H""","""572"""
" ""29572040313""",Garvebhavipalya (Bangalore South)," ""12.894445"""," ""77.63717"""," ""H""","""572"""
" ""29572040314""",Somasundarapalya (Bangalore South)," ""12.897832"""," ""77.65138"""," ""H""","""572"""
" ""29572040315""",Mangamammanpalya (Bangalore South)," ""12.903828"""," ""77.63848"""," ""H""","""572"""
" ""29572040316""",Central Jail (Bangalore South)," ""12.881532"""," ""77.667366"""," ""H""","""572"""
" ""29572040317""",Parappana Agrahara (Bangalore South)," ""12.881541"""," ""77.65984"""," ""H""","""572"""
" ""29572040318""",Yellukunte (Bangalore South)," ""12.907659"""," ""77.63909"""," ""H""","""572"""
" ""29572040319""",Mailsandra Poorva Bande (Bangalore South)," ""12.850952"""," ""77.62041"""," ""H""","""572"""
" ""29572040320""",Dinnepalya (Bangalore South)," ""12.839559"""," ""77.60709"""," ""H""","""572"""
" ""29572040321""",Kodichikkanahalli (Bangalore South)," ""12.898425"""," ""77.6152"""," ""H""","""572"""
" ""29572040322""",Nyanappanahalli (Bangalore South)," ""12.880997"""," ""77.61721"""," ""H""","""572"""
" ""29572040323""",Singsandra 1 (Bangalore South)," ""12.877703"""," ""77.64769"""," ""H""","""572"""
" ""29572040324""",Bilekahalli (Bangalore South)," ""12.897835"""," ""77.60492"""," ""H""","""572"""
